id,user_agent,times_seen,simple_software_string,simple_sub_description_string,simple_operating_platform_string,software,software_name,software_name_code,software_version,software_version_full,operating_system,operating_system_name,operating_system_name_code,operating_system_version,operating_system_version_full,operating_system_flavour,operating_system_flavour_code,operating_system_frameworks,operating_platform,operating_platform_code,operating_platform_vendor_name,software_type,software_sub_type,software_type_specific,hardware_type,hardware_sub_type,hardware_sub_sub_type,hardware_type_specific,layout_engine_name,layout_engine_version,extra_info,extra_info_dict,capabilities,detected_addons,first_seen_at,last_seen_at,updated_at
2399685,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.90 Safari/537.36",2973,Chrome 75 on Windows 7,,,Chrome 75,Chrome,chrome,75,75.0.3770.90,Windows 7,Windows,windows,7,NT 6.1,,,[],,,,browser,web-browser,,computer,,,,Blink,[],"{""20"": [""Possibly running on Windows Server 2008 R2"", ""64-bit Edition""]}","{""Hardware Architecture"": ""64-bit processor (AMD)""}",[],[],2019-06-13 00:00:00.000000,2019-09-28 02:30:03.000000,2019-06-13 09:05:06.777162
2410659,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-T835 Build/PPR1.180610.011) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/9.4 Chrome/67.0.3396.87 Safari/537.36",41,Samsung Browser 9.4 on Android 9,,Samsung SM-T835,Samsung Browser 9.4,Samsung Browser,samsung-browser,9.4,9.4,Android 9,Android,android,9,9,,,[],Samsung SM-T835,SM-T835,Samsung,browser,web-browser,,mobile,tablet,,,WebKit,"[""537"", ""36""]",{},"{""System Build"": ""PPR1.180610.011""}",[],[],2019-06-13 00:00:00.000000,2019-09-20 00:00:00.000000,2019-06-14 02:14:07.087443
2402314,"Mozilla/5.0 (Linux; Android 9; EML-L29) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.89 Mobile Safari/537.36",60,Chrome 75 on Android 9,,,Chrome 75,Chrome,chrome,75,75.0.3770.89,Android 9,Android,android,9,9,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-06-13 00:00:00.000000,2019-09-28 02:30:03.000000,2019-06-14 01:29:03.990805
2407926,"Mozilla/5.0 (Linux; Android 9; FIG-LX1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.136 Mobile Safari/537.36",53,Chrome 74 on Android 9,,,Chrome 74,Chrome,chrome,74,74.0.3729.136,Android 9,Android,android,9,9,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-06-13 00:00:00.000000,2019-09-27 21:30:03.000000,2019-06-14 02:00:13.339787
2419963,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:69.0) Gecko/20100101 Firefox/69.0,903,Firefox 69 on macOS (High Sierra),,,Firefox 69,Firefox,firefox,69,69.0,macOS (High Sierra),macOS,macos,High Sierra,10.13,,,[],,,,browser,web-browser,,computer,,,,Gecko,"[""20100101""]",{},{},[],[],2019-06-13 00:00:00.000000,2019-09-28 21:00:51.785536,2019-06-14 03:00:10.293048
2647654,"Mozilla/5.0 (Linux; Android 8.1.0; SAMSUNG SM-J730F Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/9.4 Chrome/67.0.3396.87 Mobile Safari/537.36",74,Samsung Browser 9.4 on Android 8.1,,Samsung SM-J730F,Samsung Browser 9.4,Samsung Browser,samsung-browser,9.4,9.4,Android 8.1,Android,android,8.1,8.1.0,,,[],Samsung SM-J730F,SM-J730F,Samsung,browser,web-browser,,mobile,phone,,,WebKit,"[""537"", ""36""]",{},"{""System Build"": ""M1AJQ""}",[],[],2019-06-17 00:00:00.000000,2019-09-27 23:30:34.000000,2019-06-18 02:35:14.975197
2430403,"Mozilla/5.0 (Linux; Android 5.0.2; SAMSUNG SM-P900 Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/9.4 Chrome/67.0.3396.87 Safari/537.36",15,Samsung Browser 9.4 on Android (Lollipop),,Samsung Galaxy Note Pro (SM-P900),Samsung Browser 9.4,Samsung Browser,samsung-browser,9.4,9.4,Android (Lollipop),Android,android,Lollipop,5.0.2,,,[],Galaxy Note Pro,SM-P900,Samsung,browser,web-browser,,mobile,tablet,,,WebKit,"[""537"", ""36""]",{},"{""System Build"": ""LRX22G""}",[],[],2019-06-13 00:00:00.000000,2019-09-19 00:00:00.000000,2019-06-14 03:51:11.754485
2460968,"Mozilla/5.0 (Linux; Android 7.0; 0PJA10 Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.91 Mobile Safari/537.36",2,Chrome 68 on Android (Nougat),,,Chrome 68,Chrome,chrome,68,68.0.3440.91,Android (Nougat),Android,android,Nougat,7.0,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},"{""System Build"": ""NRD90M""}",[],[],2019-06-13 00:00:00.000000,2019-06-13 00:00:00.000000,2019-06-14 06:31:07.657262
2461516,"Mozilla/5.0 (Linux; Android 7.0; BV6000S Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Mobile Safari/537.36",7,Chrome 64 on Android (Nougat),,,Chrome 64,Chrome,chrome,64,64.0.3282.137,Android (Nougat),Android,android,Nougat,7.0,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},"{""System Build"": ""NRD90M""}",[],[],2019-06-13 00:00:00.000000,2019-09-03 00:00:00.000000,2019-06-14 06:34:04.810181
2473507,"Mozilla/5.0 (Linux; Android 9.0; SAMSUNG SM-G950F Build/PPR1.180610.011) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/5.2 Chrome/51.0.2704.106 Mobile Safari/537.36",9,Samsung Browser 5.2 on Android 9,,Samsung SM-G950F,Samsung Browser 5.2,Samsung Browser,samsung-browser,5.2,5.2,Android 9,Android,android,9,9.0,,,[],Samsung SM-G950F,SM-G950F,Samsung,browser,web-browser,,mobile,phone,,,WebKit,"[""537"", ""36""]",{},"{""System Build"": ""PPR1.180610.011""}",[],[],2019-06-13 00:00:00.000000,2019-09-28 05:58:54.000000,2019-06-14 07:44:10.354344
2521884,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36 OPR/60.0.3255.170",1456,Opera 60 on Windows 10,,,Opera 60,Opera,opera,60,60.0.3255.170,Windows 10,Windows,windows,10,NT 10.0,,,[],,,,browser,web-browser,,computer,,,,Blink,[],"{""20"": [""64-bit Edition""]}","{""Hardware Architecture"": ""64-bit processor (AMD)""}",[],[],2019-06-14 00:00:00.000000,2019-09-28 02:00:03.000000,2019-06-14 12:01:02.812603
2529810,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-A305F Build/PPR1.180610.011) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/9.4 Chrome/67.0.3396.87 Mobile Safari/537.36",304,Samsung Browser 9.4 on Android 9,,Samsung SM-A305F,Samsung Browser 9.4,Samsung Browser,samsung-browser,9.4,9.4,Android 9,Android,android,9,9,,,[],Samsung SM-A305F,SM-A305F,Samsung,browser,web-browser,,mobile,phone,,,WebKit,"[""537"", ""36""]",{},"{""System Build"": ""PPR1.180610.011""}",[],[],2019-06-14 00:00:00.000000,2019-09-27 00:00:00.000000,2019-06-15 01:55:10.936151
2422342,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-G930F/G930FXXU5ESD2 Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/9.4 Chrome/67.0.3396.87 Mobile Safari/537.36",238,Samsung Browser 9.4 on Android 8,,Samsung SM-G930F,Samsung Browser 9.4,Samsung Browser,samsung-browser,9.4,9.4,Android 8,Android,android,8,8.0.0,,,[],Samsung SM-G930F,SM-G930F,Samsung,browser,web-browser,,mobile,phone,,,WebKit,"[""537"", ""36""]",{},"{""System Build"": ""R16NW""}",[],[],2019-06-13 00:00:00.000000,2019-09-27 23:30:34.000000,2019-06-14 03:11:10.079314
2422966,"Mozilla/5.0 (Linux; Android 9; EML-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.89 Mobile Safari/537.36",45,Chrome 75 on Android 9,,,Chrome 75,Chrome,chrome,75,75.0.3770.89,Android 9,Android,android,9,9,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-06-13 00:00:00.000000,2019-09-28 02:30:03.000000,2019-06-14 03:15:04.193734
2432044,"Mozilla/5.0 (Linux; Android 9; FIG-LX1 Build/HUAWEIFIG-L31) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Mobile Safari/537.36 (Ecosia android@69.0.3497.128)",16,Chrome 69 on Android 9,,Huawei,Chrome 69,Chrome,chrome,69,69.0.3497.128,Android 9,Android,android,9,9,,,[],,,Huawei,browser,web-browser,,mobile,,,,Blink,[],{},"{""System Build"": ""HUAWEIFIG-L31""}",[],[],2019-06-13 00:00:00.000000,2019-09-27 18:57:52.000000,2019-06-14 04:00:06.086242
2586965,"Mozilla/5.0 (Linux; Android 7.0; SAMSUNG SM-G928F/G928FXXS5CRH1 Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/9.4 Chrome/67.0.3396.87 Mobile Safari/537.36",22,Samsung Browser 9.4 on Android (Nougat),,Samsung SM-G928F,Samsung Browser 9.4,Samsung Browser,samsung-browser,9.4,9.4,Android (Nougat),Android,android,Nougat,7.0,,,[],Samsung SM-G928F,SM-G928F,Samsung,browser,web-browser,,mobile,phone,,,WebKit,"[""537"", ""36""]",{},"{""System Build"": ""NRD90M""}",[],[],2019-06-15 00:00:00.000000,2019-09-27 23:30:34.000000,2019-06-16 02:11:04.512153
2639598,"Mozilla/5.0 (Linux; Android 7.0; B1-870 Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Safari/537.36",5,Chrome 64 on Android (Nougat),,,Chrome 64,Chrome,chrome,64,64.0.3282.137,Android (Nougat),Android,android,Nougat,7.0,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},"{""System Build"": ""NRD90M""}",[],[],2019-06-17 00:00:00.000000,2019-07-05 07:00:22.027617,2019-06-18 02:01:02.983125
2659938,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36",10077,Chrome 75 on Windows 8.1,,,Chrome 75,Chrome,chrome,75,75.0.3770.100,Windows 8.1,Windows,windows,8.1,NT 6.3,,,[],,,,browser,web-browser,,computer,,,,Blink,[],"{""20"": [""64-bit Edition""]}","{""Hardware Architecture"": ""64-bit processor (AMD)""}",[],[],2019-06-18 00:00:00.000000,2019-09-28 02:00:03.000000,2019-06-18 18:01:02.832283
2659920,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36",36620,Chrome 75 on Windows 7,,,Chrome 75,Chrome,chrome,75,75.0.3770.100,Windows 7,Windows,windows,7,NT 6.1,,,[],,,,browser,web-browser,,computer,,,,Blink,[],"{""20"": [""Possibly running on Windows Server 2008 R2"", ""64-bit Edition""]}","{""Hardware Architecture"": ""64-bit processor (AMD)""}",[],[],2019-06-18 00:00:00.000000,2019-09-28 15:01:00.946712,2019-06-18 16:02:02.030345
2659937,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36",8574,Chrome 75 on Windows 10,,,Chrome 75,Chrome,chrome,75,75.0.3770.100,Windows 10,Windows,windows,10,NT 10.0,,,[],,,,browser,web-browser,,computer,,,,Blink,[],"{""20"": [""32 bit compatibility layer""]}",{},[],[],2019-06-18 00:00:00.000000,2019-09-28 04:00:25.681252,2019-06-18 18:01:02.787612
2659914,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36",198729,Chrome 75 on Windows 10,,,Chrome 75,Chrome,chrome,75,75.0.3770.100,Windows 10,Windows,windows,10,NT 10.0,,,[],,,,browser,web-browser,,computer,,,,Blink,[],"{""20"": [""64-bit Edition""]}","{""Hardware Architecture"": ""64-bit processor (AMD)""}",[],[],2019-06-18 00:00:00.000000,2019-09-28 18:00:05.264994,2019-06-18 16:01:02.661632
2659916,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36",19943,Chrome 75 on macOS (Mojave),,,Chrome 75,Chrome,chrome,75,75.0.3770.100,macOS (Mojave),macOS,macos,Mojave,10.14.5,,,[],,,,browser,web-browser,,computer,,,,Blink,[],{},{},[],[],2019-06-18 00:00:00.000000,2019-09-28 23:00:44.029862,2019-06-18 16:01:02.754858
2675363,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36",3207,Chrome 75 on Windows 7,,,Chrome 75,Chrome,chrome,75,75.0.3770.100,Windows 7,Windows,windows,7,NT 6.1,,,[],,,,browser,web-browser,,computer,,,,Blink,[],"{""20"": [""Possibly running on Windows Server 2008 R2"", ""32 bit compatibility layer""]}",{},[],[],2019-06-18 00:00:00.000000,2019-09-28 18:00:44.385643,2019-06-19 02:46:08.434804
2659962,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36",7532,Chrome 75 on macOS (High Sierra),,,Chrome 75,Chrome,chrome,75,75.0.3770.100,macOS (High Sierra),macOS,macos,High Sierra,10.13.6,,,[],,,,browser,web-browser,,computer,,,,Blink,[],{},{},[],[],2019-06-18 00:00:00.000000,2019-09-28 01:30:03.000000,2019-06-18 21:01:02.400023
2659978,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36",1265,Chrome 75 on macOS (Mojave),,,Chrome 75,Chrome,chrome,75,75.0.3770.100,macOS (Mojave),macOS,macos,Mojave,10.14.0,,,[],,,,browser,web-browser,,computer,,,,Blink,[],{},{},[],[],2019-06-18 00:00:00.000000,2019-09-28 00:15:05.000000,2019-06-18 23:01:02.594242
2675812,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36",2447,Chrome 75 on Windows 10,,,Chrome 75,Chrome,chrome,75,75.0.3770.100,Windows 10,Windows,windows,10,NT 10.0,,,[],,,,browser,web-browser,,computer,,,,Blink,[],{},{},[],[],2019-06-18 00:00:00.000000,2019-09-28 07:02:10.449174,2019-06-19 02:49:08.311220
2722138,"Mozilla/5.0 (Linux; Android 9; SNE-LX1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.101 Mobile Safari/537.36",281,Chrome 75 on Android 9,,,Chrome 75,Chrome,chrome,75,75.0.3770.101,Android 9,Android,android,9,9,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-06-20 00:00:00.000000,2019-09-28 01:30:03.000000,2019-06-20 08:19:08.240015
2676557,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36",2245,Chrome 75 on Mac OS X (Yosemite),,,Chrome 75,Chrome,chrome,75,75.0.3770.100,Mac OS X (Yosemite),Mac OS X,mac-os-x,Yosemite,10.10.5,,,[],,,,browser,web-browser,,computer,,,,Blink,[],{},{},[],[],2019-06-18 00:00:00.000000,2019-09-28 00:45:06.000000,2019-06-19 02:54:07.729525
2677628,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36",5194,Chrome 75 on Mac OS X (El Capitan),,,Chrome 75,Chrome,chrome,75,75.0.3770.100,Mac OS X (El Capitan),Mac OS X,mac-os-x,El Capitan,10.11.6,,,[],,,,browser,web-browser,,computer,,,,Blink,[],{},{},[],[],2019-06-18 00:00:00.000000,2019-09-28 00:45:06.000000,2019-06-19 03:01:03.114699
2716935,"Mozilla/5.0 (Linux; Android 9; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.101 Mobile Safari/537.36",260,Chrome 75 on Android 9,,Samsung SM-G973F,Chrome 75,Chrome,chrome,75,75.0.3770.101,Android 9,Android,android,9,9,,,[],Samsung SM-G973F,SM-G973F,Samsung,browser,web-browser,,mobile,phone,,,Blink,[],{},{},[],[],2019-06-19 00:00:00.000000,2019-09-28 01:30:03.000000,2019-06-20 03:35:09.717162
2722302,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G930F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.101 Mobile Safari/537.36",1104,Chrome 75 on Android 8,,Samsung SM-G930F,Chrome 75,Chrome,chrome,75,75.0.3770.101,Android 8,Android,android,8,8.0.0,,,[],Samsung SM-G930F,SM-G930F,Samsung,browser,web-browser,,mobile,phone,,,Blink,[],{},{},[],[],2019-06-20 00:00:00.000000,2019-09-28 01:30:03.000000,2019-06-20 09:04:06.443427
2678136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36",1545,Chrome 75 on macOS (Mojave),,,Chrome 75,Chrome,chrome,75,75.0.3770.100,macOS (Mojave),macOS,macos,Mojave,10.14.3,,,[],,,,browser,web-browser,,computer,,,,Blink,[],{},{},[],[],2019-06-18 00:00:00.000000,2019-09-28 00:45:06.000000,2019-06-19 03:03:11.140293
2719074,"Mozilla/5.0 (Linux; Android 7.0; G3311) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.101 Mobile Safari/537.36",112,Chrome 75 on Android (Nougat),,,Chrome 75,Chrome,chrome,75,75.0.3770.101,Android (Nougat),Android,android,Nougat,7.0,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-06-20 00:00:00.000000,2019-09-28 01:30:03.000000,2019-06-20 05:16:06.542801
2719293,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G950F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.101 Mobile Safari/537.36",210,Chrome 75 on Android 8,,Samsung SM-G950F,Chrome 75,Chrome,chrome,75,75.0.3770.101,Android 8,Android,android,8,8.0.0,,,[],Samsung SM-G950F,SM-G950F,Samsung,browser,web-browser,,mobile,phone,,,Blink,[],{},{},[],[],2019-06-20 00:00:00.000000,2019-09-28 00:45:06.000000,2019-06-20 05:45:03.356347
2719475,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G935F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.101 Mobile Safari/537.36",560,Chrome 75 on Android 8,,Samsung SM-G935F,Chrome 75,Chrome,chrome,75,75.0.3770.101,Android 8,Android,android,8,8.0.0,,,[],Samsung SM-G935F,SM-G935F,Samsung,browser,web-browser,,mobile,phone,,,Blink,[],{},{},[],[],2019-06-20 00:00:00.000000,2019-09-28 01:30:03.000000,2019-06-20 05:46:06.453711
2719516,"Mozilla/5.0 (Linux; Android 9; SM-G965F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.101 Mobile Safari/537.36",814,Chrome 75 on Android 9,,Samsung SM-G965F,Chrome 75,Chrome,chrome,75,75.0.3770.101,Android 9,Android,android,9,9,,,[],Samsung SM-G965F,SM-G965F,Samsung,browser,web-browser,,mobile,phone,,,Blink,[],{},{},[],[],2019-06-20 00:00:00.000000,2019-09-28 01:30:03.000000,2019-06-20 05:46:08.803355
2722404,"Mozilla/5.0 (Linux; Android 7.1.1; SM-T550) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.101 Safari/537.36",274,Chrome 75 on Android (Nougat),,"Samsung Galaxy Tab A 9.7"" (SM-T550)",Chrome 75,Chrome,chrome,75,75.0.3770.101,Android (Nougat),Android,android,Nougat,7.1.1,,,[],"Galaxy Tab A 9.7""",SM-T550,Samsung,browser,web-browser,,mobile,tablet,,,Blink,[],{},{},[],[],2019-06-20 00:00:00.000000,2019-09-28 00:45:06.000000,2019-06-20 09:05:04.093119
2735311,"Mozilla/5.0 (Linux; Android 9; STF-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.101 Mobile Safari/537.36",64,Chrome 75 on Android 9,,,Chrome 75,Chrome,chrome,75,75.0.3770.101,Android 9,Android,android,9,9,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-06-20 00:00:00.000000,2019-09-28 01:30:03.000000,2019-06-21 01:02:04.046583
2722519,"Mozilla/5.0 (Linux; Android 9; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.101 Mobile Safari/537.36",219,Chrome 75 on Android 9,,Samsung SM-G975F,Chrome 75,Chrome,chrome,75,75.0.3770.101,Android 9,Android,android,9,9,,,[],Samsung SM-G975F,SM-G975F,Samsung,browser,web-browser,,mobile,phone,,,Blink,[],{},{},[],[],2019-06-20 00:00:00.000000,2019-09-28 01:30:03.000000,2019-06-20 09:08:03.567248
2722457,"Mozilla/5.0 (Linux; Android 8.1.0; 5039D_EEA) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Mobile Safari/537.36",5,Chrome 70 on Android 8.1,,,Chrome 70,Chrome,chrome,70,70.0.3538.110,Android 8.1,Android,android,8.1,8.1.0,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-06-20 09:00:03.000000,2019-08-12 00:00:00.000000,2019-06-20 09:07:04.964735
2737662,"Mozilla/5.0 (Linux; Android 9; FIG-LX1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.101 Mobile Safari/537.36",378,Chrome 75 on Android 9,,,Chrome 75,Chrome,chrome,75,75.0.3770.101,Android 9,Android,android,9,9,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-06-20 00:00:00.000000,2019-09-28 01:30:03.000000,2019-06-21 01:29:05.232665
2735561,"Mozilla/5.0 (Linux; Android 6.0; HUAWEI VNS-L23) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.101 Mobile Safari/537.36",31,Chrome 75 on Android (Marshmallow),,Huawei,Chrome 75,Chrome,chrome,75,75.0.3770.101,Android (Marshmallow),Android,android,Marshmallow,6.0,,,[],,,Huawei,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-06-20 00:00:00.000000,2019-09-01 00:00:00.000000,2019-06-21 01:04:07.382261
2735710,"Mozilla/5.0 (Linux; Android 6.0; PLK-L01) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.101 Mobile Safari/537.36",32,Chrome 75 on Android (Marshmallow),,,Chrome 75,Chrome,chrome,75,75.0.3770.101,Android (Marshmallow),Android,android,Marshmallow,6.0,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-06-20 00:00:00.000000,2019-09-28 01:30:03.000000,2019-06-21 01:06:04.988776
2737479,"Mozilla/5.0 (Linux; Android 7.1.1; Moto E (4) Plus) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.101 Mobile Safari/537.36",463,Chrome 75 on Android (Nougat),,,Chrome 75,Chrome,chrome,75,75.0.3770.101,Android (Nougat),Android,android,Nougat,7.1.1,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-06-20 00:00:00.000000,2019-09-28 00:45:06.000000,2019-06-21 01:28:03.223788
2735438,"Mozilla/5.0 (Linux; Android 9; BKL-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.101 Mobile Safari/537.36",57,Chrome 75 on Android 9,,,Chrome 75,Chrome,chrome,75,75.0.3770.101,Android 9,Android,android,9,9,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-06-20 00:00:00.000000,2019-09-06 00:00:00.000000,2019-06-21 01:03:05.781383
2735913,"Mozilla/5.0 (Linux; Android 7.0; VTR-L29) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.101 Mobile Safari/537.36",42,Chrome 75 on Android (Nougat),,,Chrome 75,Chrome,chrome,75,75.0.3770.101,Android (Nougat),Android,android,Nougat,7.0,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-06-20 00:00:00.000000,2019-09-28 00:45:06.000000,2019-06-21 01:08:03.696592
2735994,"Mozilla/5.0 (Linux; Android 7.0; SM-G930F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.101 Mobile Safari/537.36",85,Chrome 75 on Android (Nougat),,Samsung SM-G930F,Chrome 75,Chrome,chrome,75,75.0.3770.101,Android (Nougat),Android,android,Nougat,7.0,,,[],Samsung SM-G930F,SM-G930F,Samsung,browser,web-browser,,mobile,phone,,,Blink,[],{},{},[],[],2019-06-20 00:00:00.000000,2019-09-08 15:00:45.651581,2019-06-21 01:08:08.022842
2739689,"Mozilla/5.0 (Linux; Android 7.0; Moto C Plus) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.101 Mobile Safari/537.36",122,Chrome 75 on Android (Nougat),,,Chrome 75,Chrome,chrome,75,75.0.3770.101,Android (Nougat),Android,android,Nougat,7.0,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-06-20 00:00:00.000000,2019-09-22 13:01:02.833770,2019-06-21 01:40:12.566343
2739454,"Mozilla/5.0 (Linux; Android 9; BLA-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.101 Mobile Safari/537.36",90,Chrome 75 on Android 9,,,Chrome 75,Chrome,chrome,75,75.0.3770.101,Android 9,Android,android,9,9,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-06-20 00:00:00.000000,2019-09-28 01:30:03.000000,2019-06-21 01:39:07.697774
2739224,"Mozilla/5.0 (Linux; Android 5.1.1; SM-T285) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.101 Safari/537.36",82,Chrome 75 on Android (Lollipop),,"Samsung Galaxy Tab A 7.0"" (SM-T285)",Chrome 75,Chrome,chrome,75,75.0.3770.101,Android (Lollipop),Android,android,Lollipop,5.1.1,,,[],"Galaxy Tab A 7.0""",SM-T285,Samsung,browser,web-browser,,mobile,tablet,,,Blink,[],{},{},[],[],2019-06-20 00:00:00.000000,2019-09-11 00:00:00.000000,2019-06-21 01:38:04.358168
2739588,"Mozilla/5.0 (Linux; Android 8.0.0; SM-A320FL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.101 Mobile Safari/537.36",310,Chrome 75 on Android 8,,Samsung SM-A320FL,Chrome 75,Chrome,chrome,75,75.0.3770.101,Android 8,Android,android,8,8.0.0,,,[],Samsung SM-A320FL,SM-A320FL,Samsung,browser,web-browser,,mobile,phone,,,Blink,[],{},{},[],[],2019-06-20 00:00:00.000000,2019-09-28 01:30:03.000000,2019-06-21 01:40:06.219602
